mal_id,title,title_english,title_japanese,title_synonyms,year,season,season_label,score,scored_by,rank,popularity,members,favorites,episodes,type,status,airing,approved,duration,rating,source,broadcast,aired_from,aired_to,trailer_url,is_hentai,is_japanese,studios,studios_count,producers,producers_count,licensors,licensors_count,genres,genres_count,themes,themes_count,demographics,demographics_count,synopsis_short,background_short,url
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,Solo Leveling Season 2: Arise from the Shadow,俺だけレベルアップな件 Season 2 -Arise from the Shadow-,Solo Leveling Second Season,2025,winter,Winter 2025,8.62,433943,96,337,691272,10849,13,TV,Finished Airing,False,True,23 min per ep,R - 17+ (violence & profanity),Web manga,Sundays at 00:00 (JST),2025-01-05T00:00:00+00:00,2025-03-30T00:00:00+00:00,https://www.youtube-nocookie.com/embed/GDMXGzjJzS4?enablejsapi=1&wmode=opaque&autoplay=1,False,True,A-1 Pictures,1,Aniplex|Crunchyroll|Sonilude|Netmarble|Kakao piccoma|D&C Media,6,,0,Action|Adventure|Fantasy,3,Adult Cast|Urban Fantasy,2,,0,"Sung Jin-Woo, dubbed the weakest hunter of all mankind, grows stronger by the day with the supernatural powers he has gained. However, keeping his skills hidden becomes more difficult as dungeon-relat...",,https://myanimelist.net/anime/58567/Ore_dake_Level_Up_na_Ken_Season_2__Arise_from_the_Shadow
58939,Sakamoto Days,Sakamoto Days,SAKAMOTO DAYS,,2025,winter,Winter 2025,7.59,202042,1701,565,449705,2530,11,TV,Finished Airing,False,True,23 min per ep,R - 17+ (violence & profanity),Manga,Saturdays at 23:00 (JST),2025-01-11T00:00:00+00:00,2025-03-22T00:00:00+00:00,https://www.youtube-nocookie.com/embed/CdnMoPIgC5s?enablejsapi=1&wmode=opaque&autoplay=1,False,True,TMS Entertainment,1,TV Tokyo|Shueisha,2,,0,Action|Comedy,2,Adult Cast|Organized Crime,2,Shounen,1,"The name Tarou Sakamoto once instilled fear in every villain. No other professional hitman matched his prowess, and fellow assassins revered him. However, Sakamoto fell in love. In five short years, h...",,https://myanimelist.net/anime/58939/Sakamoto_Days
58514,Kusuriya no Hitorigoto 2nd Season,The Apothecary Diaries Season 2,薬屋のひとりごと 第2期,The Pharmacist's Monologue|Drugstore Soliloquy,2025,winter,Winter 2025,8.91,201861,21,617,420506,6312,24,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Light novel,Fridays at 23:00 (JST),2025-01-10T00:00:00+00:00,2025-07-04T00:00:00+00:00,https://www.youtube-nocookie.com/embed/3BYutu3Pf_0?enablejsapi=1&wmode=opaque&autoplay=1,False,True,OLM|TOHO animation STUDIO,2,Dentsu|Square Enix|Nippon Television Network|TOHO animation|Sound Team Don Juan|Shogakukan|Imagica Infos,7,,0,Drama|Mystery,2,Historical|Medical,2,,0,"Using her wit and vast knowledge of medicines and poisons alike, Maomao played a pivotal role in solving a series of mysteries and conspiracies that plagued the imperial court. Having recently come to...","Kusuriya no Hitorigoto 2nd Season aired on Nippon TV's Friday Anime Night block. It was released on Blu-ray in four volumes by Toho from April 16, 2025, to October 15, 2025. The series adapts the thir...",https://myanimelist.net/anime/58514/Kusuriya_no_Hitorigoto_2nd_Season
57592,Dr. Stone: Science Future,Dr. Stone: Science Future,Dr.STONE SCIENCE FUTURE,Dr. Stone 4th Season,2025,winter,Winter 2025,8.25,123725,354,1016,268305,1160,12,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Manga,Thursdays at 22:00 (JST),2025-01-09T00:00:00+00:00,2025-03-27T00:00:00+00:00,https://www.youtube-nocookie.com/embed/zjBQrDy5wLU?enablejsapi=1&wmode=opaque&autoplay=1,False,True,TMS Entertainment,1,TOHO animation|Shueisha,2,,0,Adventure|Comedy|Sci-Fi,3,,0,Shounen,1,"Having resolved the crisis in the Petrification Kingdom, Senkuu and his companions gear up to deal directly with the mastermind behind the petrification phenomenon—who supposedly resides on the moon. ...",,https://myanimelist.net/anime/57592/Dr_Stone__Science_Future
57616,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You Season 2",君のことが大大大大大好きな100人の彼女 2期,Hyakkano 2nd Season,2025,winter,Winter 2025,7.92,72765,821,1654,157663,1251,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Manga,Sundays at 22:30 (JST),2025-01-12T00:00:00+00:00,2025-03-30T00:00:00+00:00,https://www.youtube-nocookie.com/embed/PoZVtpW5vjQ?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Bibury Animation Studios,1,Lantis|Movic|Bushiroad|Tokyo MX|Shueisha|Bandai Namco Music Live|Anici,7,,0,Comedy|Romance,2,Harem|Parody|School,3,Seinen,1,"Ever since Rentarou Aijou found out that he would meet a total of one hundred soulmates in high school, his life has been anything but boring. Now with six girlfriends—each with their own unique quirk...",,https://myanimelist.net/anime/57616/Kimi_no_Koto_ga_Daidaidaidaidaisuki_na_100-nin_no_Kanojo_2nd_Season
58502,Zenshuu.,Zenshu,全修。,,2025,winter,Winter 2025,7.58,62948,1723,1681,154364,894,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Original,Sundays at 23:45 (JST),2025-01-05T00:00:00+00:00,2025-03-23T00:00:00+00:00,https://www.youtube-nocookie.com/embed/tt_ci57IszQ?enablejsapi=1&wmode=opaque&autoplay=1,False,True,MAPPA,1,TV Tokyo|Movic|Bushiroad|Twin Engine|Rakuten|dugout,6,,0,Action|Fantasy,2,Isekai,1,,0,"After graduating from high school, Natsuko Hirose starts her career as an animator. Her talent quickly flourishes, and she makes her debut as a director in no time. Her first anime becomes a massive h...",,https://myanimelist.net/anime/58502/Zenshuu
59135,Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,I'm Getting Married to a Girl I Hate in My Class,クラスの大嫌いな女子と結婚することになった。,Kurakon|I Got Married to the Girl I Hate Most in Class,2025,winter,Winter 2025,6.76,69868,5749,1727,148847,805,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Light novel,Fridays at 23:30 (JST),2025-01-03T00:00:00+00:00,2025-03-21T00:00:00+00:00,https://www.youtube-nocookie.com/embed/RgyqkGLsZ2M?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Studio Gokumi|AXsiZ,2,Aniplex|Movic|Magic Capsule|Tokyo MX|BS11|Egg Firm|Kadokawa,7,,0,Comedy|Romance,2,,0,,0,"There is only one person that high school student Saito Houjou truly cannot stand—and that is his temperamental classmate, Akane Sakuramori. The two have always been on bad terms; their contrasting vi...",,https://myanimelist.net/anime/59135/Class_no_Daikirai_na_Joshi_to_Kekkon_suru_Koto_ni_Natta
56701,Watashi no Shiawase na Kekkon 2nd Season,My Happy Marriage Season 2,わたしの幸せな結婚,My Blissful Marriage,2025,winter,Winter 2025,7.41,44927,2430,1816,140033,648,13,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Novel,Mondays at 22:30 (JST),2025-01-06T00:00:00+00:00,2025-04-09T00:00:00+00:00,https://www.youtube-nocookie.com/embed/ZifkkwGBegE?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Kinema Citrus,1,Square Enix|Glovision|Toy's Factory|Miracle Bus|Kadokawa|Bandai Namco Music Live,6,,0,Drama|Fantasy|Romance,3,Adult Cast|Historical,2,,0,"Following the awakening of her Dream-Sight ability, Miyo Saimori reunites with her fiancé, Kiyoka Kudou, the captain of the special forces protecting the country against ill-intended individuals gifte...","Watashi no Shiawase na Kekkon 2nd Season was released on Blu-ray and DVD in three volumes by Kadokawa from April 25, 2025, to June 25, 2025. The series adapts the novel starting from the third volume.",https://myanimelist.net/anime/56701/Watashi_no_Shiawase_na_Kekkon_2nd_Season
55997,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu","I May Be a Guild Receptionist, but I'll Solo Any Boss to Clock Out on Time",ギルドの受付嬢ですが、残業は嫌なのでボスをソロ討伐しようと思います,Girumasu,2025,winter,Winter 2025,6.65,59221,6409,1866,136377,403,12,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Light novel,Saturdays at 00:00 (JST),2025-01-11T00:00:00+00:00,2025-03-29T00:00:00+00:00,https://www.youtube-nocookie.com/embed/_EnIDvUykhQ?enablejsapi=1&wmode=opaque&autoplay=1,False,True,CloverWorks,1,Aniplex|Movic|Half H.P Studio|Good Smile Company|BS11|Kadokawa,6,,0,Action|Adventure|Comedy|Fantasy,4,,0,,0,"Alina Clover becomes an adventurers' guild receptionist, believing that—unlike the adventurers who risk their lives every day to conquer dungeons—she will enjoy a safe and comfortable career with plen...",,https://myanimelist.net/anime/55997/Guild_no_Uketsukejou_desu_ga_Zangyou_wa_Iya_nanode_Boss_wo_Solo_Toubatsu_Shiyou_to_Omoimasu
59361,Kono Kaisha ni Suki na Hito ga Imasu,I Have a Crush at Work,この会社に好きな人がいます,Can You Keep a Secret?,2025,winter,Winter 2025,7.52,38818,1980,2023,122209,513,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Manga,Mondays at 23:00 (JST),2025-01-06T00:00:00+00:00,2025-03-24T00:00:00+00:00,https://www.youtube-nocookie.com/embed/OWEzSDduLps?enablejsapi=1&wmode=opaque&autoplay=1,False,False,Blade,1,VAP|Imagin|Nippon Columbia|KlockWorx|BS Fuji|Tokyo MX|bilibili|INSPION Edge,8,,0,Comedy|Romance,2,Adult Cast|Workplace,2,Seinen,1,"Coworkers Yui Mitsuya and Masugu Tateishi are the last people anyone would expect to get along—especially with their constant office quarrels. However, looks can be deceiving: they are actually dating...",,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu
58271,Honey Lemon Soda,Honey Lemon Soda,ハニーレモンソーダ,,2025,winter,Winter 2025,7.17,44342,3648,2063,119231,586,12,TV,Finished Airing,False,True,22 min per ep,PG-13 - Teens 13 or older,Manga,Thursdays at 00:55 (JST),2025-01-09T00:00:00+00:00,2025-03-27T00:00:00+00:00,https://www.youtube-nocookie.com/embed/rthRd2y7Y9s?enablejsapi=1&wmode=opaque&autoplay=1,False,True,J.C.Staff,1,Studio Pierrot|TMS Entertainment|Fuji TV|BS Fuji|Crunchyroll|Unlimited Produce by TMS,6,,0,Romance,1,School,1,Shoujo,1,"First-year high school student Uka Ishimori wants a fresh start. In middle school, Uka was given the nickname ""Rocky"" by her peers, being misunderstood as having no emotions when she was actually shy ...","Honey Lemon Soda was released on Blu-ray in a box set on June 25, 2025.",https://myanimelist.net/anime/58271/Honey_Lemon_Soda
59144,"Fuguushoku ""Kanteishi"" ga Jitsu wa Saikyou Datta","Even Given the Worthless ""Appraiser"" Class, I’m Actually the Strongest",不遇職【鑑定士】が実は最強だった,"The Unfavorable Job ""Appraiser"" Is Actually the Strongest|Fugukan",2025,winter,Winter 2025,6.34,52915,8294,2117,115802,307,12,TV,Finished Airing,False,True,23 min per ep,R - 17+ (violence & profanity),Light novel,Thursdays at 23:30 (JST),2025-01-09T00:00:00+00:00,2025-03-27T00:00:00+00:00,https://www.youtube-nocookie.com/embed/3ZDbVRlCI4o?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Okuruto Noboru,1,Sotsu|Kodansha|Movic|Tokyo MX|BS11|Crunchyroll|Exa International|AQUA ARIS|Bit grooove promotion|Kotowari|West Japan Marketing Communications,11,,0,Action|Adventure|Fantasy,3,,0,,0,"In a fantasy world where ""jobs"" are god-given from birth, heroes are born, not made—and Ein's job of ""Appraiser"" has put him about as far from the ""hero"" pedestal as possible. Used, abused, and eventu...",,https://myanimelist.net/anime/59144/Fuguushoku_Kanteishi_ga_Jitsu_wa_Saikyou_Datta
58853,Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,Medaka Kuroiwa is Impervious to My Charms,黒岩メダカに私の可愛いが通じない,Medakawa|My Charms Are Wasted On Kuroiwa Medaka|Kuroiwa Medaka is Proof Against My Cuteness.,2025,winter,Winter 2025,6.56,46815,6970,2137,113663,422,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Manga,Tuesdays at 00:00 (JST),2025-01-07T00:00:00+00:00,2025-03-25T00:00:00+00:00,https://www.youtube-nocookie.com/embed/pl8FYawHdh0?enablejsapi=1&wmode=opaque&autoplay=1,False,True,SynergySP,1,TV Tokyo|Kodansha|Crunchyroll|DMM.com|A-Sketch|DMM pictures|Bit grooove promotion,7,,0,Comedy|Romance,2,Love Status Quo|School,2,Shounen,1,There is not a single room that Mona Kawai enters where she does not become the center of attention—dealing with this everlasting spotlight is but a fact of her daily life. Mona's absolute confidence ...,,https://myanimelist.net/anime/58853/Kuroiwa_Medaka_ni_Watashi_no_Kawaii_ga_Tsuujinai
58822,Izure Saikyou no Renkinjutsushi?,Possibly the Greatest Alchemist of All Time,いずれ最強の錬金術師?,Someday Will I Be the Greatest Alchemist?,2025,winter,Winter 2025,6.61,56544,6624,2163,111431,285,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Light novel,Wednesdays at 22:00 (JST),2025-01-08T00:00:00+00:00,2025-03-26T00:00:00+00:00,https://www.youtube-nocookie.com/embed/1_KLp1C_lAQ?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Studio Comet,1,Pony Canyon|KlockWorx|Docomo Anime Store|BS11|Yomiuri TV Enterprise|Jinnan Studio|AlphaPolis,7,,0,Adventure|Fantasy,2,Isekai,1,,0,"A salaryman is surprised to find himself summoned to another world by accident. With no way of returning to Earth, he receives the name Takumi Iruma, a different younger body, magic powers, and a fres...","Izure Saikyou no Renkinjutsushi? was released on Blu-ray and DVD in one volume by Happinet Media Marketing on May 30, 2025.",https://myanimelist.net/anime/58822/Izure_Saikyou_no_Renkinjutsushi
59349,Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,Headhunted to Another World: From Salaryman to Big Four!,サラリーマンが異世界に行ったら四天王になった話,,2025,winter,Winter 2025,6.59,48533,6732,2177,110059,242,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Web manga,Mondays at 23:30 (JST),2025-01-06T00:00:00+00:00,2025-03-24T00:00:00+00:00,https://www.youtube-nocookie.com/embed/RDD90k_jRz0?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Geek Toys|CompTown,2,Pony Canyon|KlockWorx|Hakuhodo DY Music & Pictures|Docomo Anime Store|Overlap|Crunchyroll|dugout|GRANTdesign,8,,0,Adventure|Comedy|Fantasy,3,Isekai,1,,0,"Suffering years of workplace abuse and shuffling between different countries to take on jobs no one else wants, Dennosuke Uchimura never expected his next transfer to be to another world. After all, h...","Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi was released on Blu-ray and DVD in a box set on April 25, 2025.",https://myanimelist.net/anime/59349/Salaryman_ga_Isekai_ni_Ittara_Shitennou_ni_Natta_Hanashi
59730,"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.",I Left My A-Rank Party to Help My Former Students Reach the Dungeon Depths!,Aランクパーティを離脱した俺は、元教え子たちと迷宮深部を目指す。,Aparida,2025,winter,Winter 2025,6.56,40901,6936,2328,100157,288,24,TV,Finished Airing,False,True,22 min per ep,PG-13 - Teens 13 or older,Light novel,Sundays at 00:55 (JST),2025-01-12T00:00:00+00:00,2025-06-29T00:00:00+00:00,https://www.youtube-nocookie.com/embed/LvzfKjNjJeg?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Bandai Namco Pictures,1,Lantis|Kodansha|Nippon Television Network|Sammy|Crunchyroll|ADK Marketing Solutions|Bandai Namco Filmworks|Bandai Namco Music Live|Saber Links,9,,0,Action|Adventure|Fantasy|Romance,4,Harem,1,,0,"""I can't do this anymore!"" Yuke Feldio, a red mage, just left his adventurer A-Rank party. After being mistreated as a handyman and ridiculed for five years, he finally snapped! And so began his desol...","A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu. was released on Blu-ray in three volumes from May 28, 2025, to September 24, 2025.",https://myanimelist.net/anime/59730/A-Rank_Party_wo_Ridatsu_shita_Ore_wa_Moto_Oshiego-tachi_to_Meikyuu_Shinbu_wo_Mezasu
57719,Akuyaku Reijou Tensei Ojisan,From Bureaucrat to Villainess: Dad's Been Reincarnated!,悪役令嬢転生おじさん,Middle-Aged Man's Noble Daughter Reincarnation|The Old Man Reincarnated as a Villainess,2025,winter,Winter 2025,7.37,42719,2582,2433,92407,301,12,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Manga,Fridays at 00:26 (JST),2025-01-10T00:00:00+00:00,2025-03-28T00:00:00+00:00,https://www.youtube-nocookie.com/embed/5ex0opawjII?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Ajia-do,1,Marvelous Entertainment|Mainichi Broadcasting System|Nikkatsu|Shounen Gahousha|FuRyu|AQUA ARIS,6,Sentai Filmworks,1,Comedy|Fantasy,2,Isekai|School|Villainess,3,Seinen,1,"Although Kenzaburou Tondabayashi is a 52-year-old bureaucrat, he is well versed in reincarnation stories where a protagonist suddenly awakens in a fantasy world. After being hit by a truck, Kenzaburou...",,https://myanimelist.net/anime/57719/Akuyaku_Reijou_Tensei_Ojisan
58600,Ameku Takao no Suiri Karte,Ameku M.D.: Doctor Detective,天久鷹央の推理カルテ,Ameku Takao's Detective Karte,2025,winter,Winter 2025,7.14,33575,3803,2435,92272,283,12,TV,Finished Airing,False,True,25 min per ep,PG-13 - Teens 13 or older,Novel,Thursdays at 00:30 (JST),2025-01-02T00:00:00+00:00,2025-04-03T00:00:00+00:00,https://www.youtube-nocookie.com/embed/ccpgz748urI?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Project No.9,1,Aniplex|Magic Capsule|BS11|Crunchyroll|Straight Edge|Jitsugyo no Nihon Sha,6,,0,Mystery,1,Adult Cast|Medical,2,,0,"Nestled away on the rooftop of Tenikai General Hospital is the unconventional Department of Investigative Pathology headed by the eccentric Dr. Takao Ameku. The tiny department, consisting of Takao an...",,https://myanimelist.net/anime/58600/Ameku_Takao_no_Suiri_Karte
53924,Jibaku Shounen Hanako-kun 2,Toilet-Bound Hanako-kun Season 2,地縛少年花子くん2,,2025,winter,Winter 2025,7.93,25922,801,2455,91550,663,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Manga,Sundays at 16:30 (JST),2025-01-12T00:00:00+00:00,2025-03-30T00:00:00+00:00,https://www.youtube-nocookie.com/embed/GBfnAfkU-bk?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Lerche,1,Square Enix|Studio Hibari|Pony Canyon|TBS|Movic|Half H.P Studio|Crunchyroll|Contents Seed|Gloria,9,,0,Supernatural,1,School,1,Shounen,1,There is a rumor in Kamome Academy that somewhere within the school premises lies a clock that governs the passage of time in the academy. That clock is overseen by three clock keepers—each representi...,"Jibaku Shounen Hanako-kun 2 was released on Blu-ray and DVD in a box set on June 25, 2025.",https://myanimelist.net/anime/53924/Jibaku_Shounen_Hanako-kun_2
59002,"Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite",Bogus Skill : About That Time I Became Able to Eat Unlimited Numbers of Skill Fruits (That Kill You),外れスキル《木の実マスター》 ～スキルの実（食べたら死ぬ）を無限に食べられるようになった件について～,"Failure Skill ""Nut Master"": It Became Now Possible to Eat as Many Skill Fruits as You Want (From Which You Would Normally Die)",2025,winter,Winter 2025,5.76,39800,11521,2472,90621,275,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Manga,Tuesdays at 23:30 (JST),2025-01-07T00:00:00+00:00,2025-03-25T00:00:00+00:00,https://www.youtube-nocookie.com/embed/0XT-ygHUdBw?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Asahi Production,1,Kodansha|BS Fuji|Tokyo MX|Crunchyroll|DMM.com|MusicRay’n|AQUA ARIS|Bit grooove promotion|Pia|NetEase,10,,0,Action|Adventure|Fantasy,3,,0,,0,"Light has obtained a bogus skill known as ""Fruitmaster"", a skill that specializes in the cultivation of fruits. Weighed down by the vast difference between him and his childhood friend who became an S...",,https://myanimelist.net/anime/59002/Hazure_Skill_Kinomi_Master__Skill_no_Mi_Tabetara_Shinu_wo_Mugen_ni_Taberareru_You_ni_Natta_Ken_ni_Tsuite
59561,Around 40 Otoko no Isekai Tsuuhan,The Daily Life of a Middle-Aged Online Shopper in Another World,アラフォー男の異世界通販,Arafoo Otoko no Isekai Tsuuhan Seikatsu|The Mail Order Life of a Man Around 40 in Another World,2025,winter,Winter 2025,6.35,42891,8203,2508,88489,203,13,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Manga,Thursdays at 21:00 (JST),2025-01-09T00:00:00+00:00,2025-04-03T00:00:00+00:00,https://www.youtube-nocookie.com/embed/T0MqIIIC5yQ?enablejsapi=1&wmode=opaque&autoplay=1,False,True,East Fish Studio,1,AT-X|Docomo Anime Store|Kansai TV|Jinnan Studio|Kadokawa|AniTone,6,,0,Fantasy,1,Harem|Isekai,2,Shounen,1,"From nowhere, middle-aged illustrator Kenichi Hamada finds himself summoned to another world. Despite arriving in an unfamiliar land, he realizes he can still connect to an online shop named Shangri-L...","Around 40 Otoko no Isekai Tsuuhan was released on Blu-ray in two box sets from April 25, 2025, to May 28, 2025.",https://myanimelist.net/anime/59561/Around_40_Otoko_no_Isekai_Tsuuhan
57648,Nihon e Youkoso Elf-san.,"Welcome to Japan, Ms. Elf!",日本へようこそエルフさん。,,2025,winter,Winter 2025,7.29,34035,2980,2543,86271,263,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Light novel,Fridays at 22:00 (JST),2025-01-10T00:00:00+00:00,2025-03-28T00:00:00+00:00,https://www.youtube-nocookie.com/embed/kpGFj-DxOZY?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Zero-G,1,Lantis|Toei Video|Mainichi Broadcasting System|AT-X|DAX Production|KlockWorx|Hobby Japan|BS11|MAGNET|Bandai Namco Music Live|qooop,11,,0,Comedy|Fantasy,2,Isekai,1,,0,"Since childhood, Kazuhiro Kitase has been able to dream of a different world. He can return to reality by falling asleep or dying, and he can pick up where he left off by sleeping again. For years, he...","Nihon e Youkoso Elf-san. was released on Blu-ray as a complete box set on June 11, 2025.",https://myanimelist.net/anime/57648/Nihon_e_Youkoso_Elf-san
58437,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita","I'm a Noble on the Brink of Ruin, So I Might as Well Try Mastering Magic",没落予定の貴族だけど、暇だったから魔法を極めてみた,I Am a Noble about to Be Ruined|but Reached the Summit of Magic Because I Had a Lot of Free Time.,2025,winter,Winter 2025,6.08,38168,9823,2692,78730,149,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Light novel,Tuesdays at 01:30 (JST),2025-01-07T00:00:00+00:00,2025-03-25T00:00:00+00:00,https://www.youtube-nocookie.com/embed/Yk3NCsGyOeE?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Studio Deen|Marvy Jack,2,MediaNet|Movic|KlockWorx|BS Fuji|King Records|Crunchyroll|U-NEXT|TO Books|Happinet Phantom Studios,9,,0,Adventure|Fantasy,2,,0,,0,"What's a guy to do when his life suddenly changes while innocently enjoying a nice, cold drink after work? And I mean really changes. This middle-aged commoner now finds himself in the body of Liam Ha...","Beginning with episode 2, each episode was streamed one week in advance of the TV broadcast on U-NEXT, Crunchyroll, and Anime Houdai.",https://myanimelist.net/anime/58437/Botsuraku_Yotei_no_Kizoku_dakedo_Hima_Datta_kara_Mahou_wo_Kiwametemita
59226,Ao no Exorcist: Yosuga-hen,Blue Exorcist: The Blue Night Saga,青の祓魔師 終夜篇,Blue Exorcist Season 5,2025,winter,Winter 2025,8,27177,703,2744,76726,248,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Manga,Sundays at 00:30 (JST),2025-01-05T00:00:00+00:00,2025-03-23T00:00:00+00:00,https://www.youtube-nocookie.com/embed/OJEcRFdvfss?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Studio VOLN,1,Dentsu|Mainichi Broadcasting System|Movic|Rakuonsha|Shueisha,5,,0,Action|Supernatural,2,Mythology|School,2,Shounen,1,"Unlike his twin brother, Yukio, Rin Okumura never wished to know about their parents and the circumstances surrounding his own birth. Yet the master of time, Mephisto Pheles, gives Rin a key that tran...","Ao no Exorcist: Yosuga-hen was released on Blu-ray and DVD in two volumes from April 23, 2025, to May 28, 2025.",https://myanimelist.net/anime/59226/Ao_no_Exorcist__Yosuga-hen
55318,Medalist,,メダリスト,,2025,winter,Winter 2025,8.37,30560,241,2799,73998,484,13,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Manga,Sundays at 01:30 (JST),2025-01-05T00:00:00+00:00,2025-03-30T00:00:00+00:00,https://www.youtube-nocookie.com/embed/sCOZVBN0vC0?enablejsapi=1&wmode=opaque&autoplay=1,False,True,ENGI,1,TV Asahi|Kodansha|Glovision|Kadokawa,4,,0,Drama|Sports,2,Performing Arts,1,Seinen,1,"Tsukasa Akeuraji always dreamed of becoming a competitive solo figure skater, but starting too late in life meant his ambitions never got off the ground. Now barely scraping by, he takes on an assista...",Medalist aired on TV Asahi's NUMAnimation block.,https://myanimelist.net/anime/55318/Medalist
58473,"S-Rank Monster no ""Behemoth"" dakedo, Neko to Machigawarete Elf Musume no Pet toshite Kurashitemasu",Beheneko: The Elf-Girl's Cat is Secretly an S-Ranked Monster!,Sランクモンスターの《ベヒーモス》だけど、猫と間違われてエルフ娘の騎士（ペット）として暮らしてます,"I'm an S-Rank ""Behemoth"" Monster|but I'm Living as a Pet of an Elf Girl|I'm a Behemoth|an S-Ranked Monster|but Mistaken for a Cat|I Live as an Elf Girl's Pet",2025,winter,Winter 2025,5.78,27083,11411,2811,73657,251,12,TV,Finished Airing,False,True,23 min per ep,R+ - Mild Nudity,Manga,Saturdays at 22:30 (JST),2025-01-04T00:00:00+00:00,2025-03-22T00:00:00+00:00,https://www.youtube-nocookie.com/embed/-borh1HDI5I?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Zero-G|Saber Works,2,Hakusensha|KlockWorx|flying DOG|Studio Mausu|Hakuhodo DY Music & Pictures|BS11|Bushiroad Move,7,Sentai Filmworks,1,Action|Adventure|Comedy|Fantasy|Ecchi,5,Reincarnation,1,Seinen,1,"While fulfilling his sworn duty to defend humanity, a young knight meets a tragic end in a battle against demons. In a twist of fate, however, he finds himself in the lowest parts of a dungeon, ironic...","S-Rank Monster no ""Behemoth"" dakedo, Neko to Machigawarete Elf Musume no Pet toshite Kurashitemasu was released on Blu-ray in a box set on June 25, 2025.",https://myanimelist.net/anime/58473/S-Rank_Monster_no_Behemoth_dakedo_Neko_to_Machigawarete_Elf_Musume_no_Pet_toshite_Kurashitemasu
